roi1,roi2,voxel_idx_1,voxel_idx_2,gsp1000_mf_AvgR,yeo1000_dil_AvgR,diff
medulla,right_anterior_lateral_ventricle,[46 22 17],[30 43 39],0.009232384152710438,0.009867673739790916,-0.0006352895870804787
medulla,right_anterior_lateral_ventricle,[43 26 15],[32 43 41],0.017447374761104584,0.0016640244284644723,0.01578335033264011
medulla,right_anterior_lateral_ventricle,[33 32 15],[35 47 47],0.07599346339702606,0.023302750661969185,0.05269071273505688
medulla,right_anterior_lateral_ventricle,[33 32  5],[37 46 46],-0.05082175135612488,-0.020855071023106575,-0.029966680333018303
medulla,right_anterior_lateral_ventricle,[44 30 16],[32 43 43],0.016623027622699738,0.022839786484837532,-0.0062167588621377945
medulla,right_anterior_lateral_ventricle,[35 23 10],[35 44 42],0.043122079223394394,0.05622856318950653,-0.013106483966112137
medulla,right_anterior_lateral_ventricle,[49 42 15],[29 43 36],0.06814596801996231,0.013297534547746181,0.05484843347221613
medulla,right_anterior_lateral_ventricle,[28 32  7],[36 47 46],-0.05818380042910576,-0.001372074824757874,-0.056811725604347885
medulla,right_anterior_lateral_ventricle,[44 41 13],[39 50 47],0.02881273254752159,0.011094369925558567,0.017718362621963024
medulla,right_anterior_lateral_ventricle,[50 32  7],[34 45 47],-0.06778892874717712,0.004055815748870373,-0.0718447444960475
medulla,right_anterior_lateral_ventricle,[50 35  9],[31 41 38],0.04187029227614403,0.030169134959578514,0.011701157316565514
medulla,right_anterior_lateral_ventricle,[49 44 13],[37 54 50],0.0011885787826031446,0.06020737811923027,-0.059018799336627126
medulla,right_anterior_lateral_ventricle,[39 40  7],[40 51 46],0.024278657510876656,0.020606646314263344,0.0036720111966133118
medulla,right_anterior_lateral_ventricle,[58 35  6],[38 50 47],-0.018057897686958313,-0.0050577810034155846,-0.013000116683542728
medulla,right_anterior_lateral_ventricle,[51 37  6],[35 49 48],-0.0811707079410553,-0.01645686663687229,-0.064713841304183
medulla,right_anterior_lateral_ventricle,[32 30  6],[41 55 46],0.05030526593327522,0.010449453257024288,0.039855812676250935
medulla,right_anterior_lateral_ventricle,[44 45 16],[30 43 36],0.05673930048942566,-0.010883473791182041,0.0676227742806077
medulla,right_anterior_lateral_ventricle,[55 38  6],[39 51 48],-0.026104595512151718,-0.030396699905395508,0.00429210439324379
medulla,right_anterior_lateral_ventricle,[38 43 10],[36 43 44],0.022422410547733307,-0.04016723856329918,0.06258964911103249
medulla,right_anterior_lateral_ventricle,[34 33  9],[34 43 41],0.03544321283698082,0.026960648596286774,0.008482564240694046
medulla,right_anterior_lateral_ventricle,[46 32 13],[36 50 45],0.026150258257985115,0.03170895203948021,-0.005558693781495094
medulla,right_anterior_lateral_ventricle,[55 29  8],[36 45 46],-0.04974376782774925,-0.000728595710825175,-0.04901517211692408
medulla,right_anterior_lateral_ventricle,[46 40  3],[34 45 46],0.05404621735215187,0.03025466576218605,0.02379155158996582
medulla,right_anterior_lateral_ventricle,[30 28  7],[33 46 43],-0.006409836933016777,0.0027877669781446457,-0.009197603911161423
medulla,right_anterior_lateral_ventricle,[33 37  6],[30 43 40],-0.049094974994659424,-0.041602395474910736,-0.007492579519748688
medulla,right_anterior_lateral_ventricle,[40 25 12],[35 45 44],0.006271533668041229,0.029837716370821,-0.02356618270277977
medulla,right_anterior_lateral_ventricle,[57 34  6],[30 40 39],0.01609821431338787,0.021476497873663902,-0.0053782835602760315
medulla,right_anterior_lateral_ventricle,[53 35  5],[32 44 44],-0.058850694447755814,-0.02085314318537712,-0.03799755126237869
medulla,right_anterior_lateral_ventricle,[30 34  6],[34 44 45],-0.04223291203379631,-0.00748929288238287,-0.03474361915141344
medulla,right_anterior_lateral_ventricle,[39 25 11],[36 52 47],0.013672231696546078,0.0362597294151783,-0.02258749771863222
